filepath,label
pos_test_aug/hard_0_flip_h.tif,1
pos_test_aug/hard_0_flip_v.tif,1
pos_test_aug/hard_0_orig.tif,1
pos_test_aug/hard_0_rot180.tif,1
pos_test_aug/hard_0_rot270.tif,1
pos_test_aug/hard_0_rot90.tif,1
pos_test_aug/hard_10_flip_h.tif,1
pos_test_aug/hard_10_flip_v.tif,1
pos_test_aug/hard_10_orig.tif,1
pos_test_aug/hard_10_rot180.tif,1
pos_test_aug/hard_10_rot270.tif,1
pos_test_aug/hard_10_rot90.tif,1
pos_test_aug/hard_11_flip_h.tif,1
pos_test_aug/hard_11_flip_v.tif,1
pos_test_aug/hard_11_orig.tif,1
pos_test_aug/hard_11_rot180.tif,1
pos_test_aug/hard_11_rot270.tif,1
pos_test_aug/hard_11_rot90.tif,1
pos_test_aug/hard_12_flip_h.tif,1
pos_test_aug/hard_12_flip_v.tif,1
pos_test_aug/hard_12_orig.tif,1
pos_test_aug/hard_12_rot180.tif,1
pos_test_aug/hard_12_rot270.tif,1
pos_test_aug/hard_12_rot90.tif,1
pos_test_aug/hard_13_flip_h.tif,1
pos_test_aug/hard_13_flip_v.tif,1
pos_test_aug/hard_13_orig.tif,1
pos_test_aug/hard_13_rot180.tif,1
pos_test_aug/hard_13_rot270.tif,1
pos_test_aug/hard_13_rot90.tif,1
pos_test_aug/hard_14_flip_h.tif,1
pos_test_aug/hard_14_flip_v.tif,1
pos_test_aug/hard_14_orig.tif,1
pos_test_aug/hard_14_rot180.tif,1
pos_test_aug/hard_14_rot270.tif,1
pos_test_aug/hard_14_rot90.tif,1
pos_test_aug/hard_15_flip_h.tif,1
pos_test_aug/hard_15_flip_v.tif,1
pos_test_aug/hard_15_orig.tif,1
pos_test_aug/hard_15_rot180.tif,1
pos_test_aug/hard_15_rot270.tif,1
pos_test_aug/hard_15_rot90.tif,1
pos_test_aug/hard_16_flip_h.tif,1
pos_test_aug/hard_16_flip_v.tif,1
pos_test_aug/hard_16_orig.tif,1
pos_test_aug/hard_16_rot180.tif,1
pos_test_aug/hard_16_rot270.tif,1
pos_test_aug/hard_16_rot90.tif,1
pos_test_aug/hard_17_flip_h.tif,1
pos_test_aug/hard_17_flip_v.tif,1
pos_test_aug/hard_17_orig.tif,1
pos_test_aug/hard_17_rot180.tif,1
pos_test_aug/hard_17_rot270.tif,1
pos_test_aug/hard_17_rot90.tif,1
pos_test_aug/hard_18_flip_h.tif,1
pos_test_aug/hard_18_flip_v.tif,1
pos_test_aug/hard_18_orig.tif,1
pos_test_aug/hard_18_rot180.tif,1
pos_test_aug/hard_18_rot270.tif,1
pos_test_aug/hard_18_rot90.tif,1
pos_test_aug/hard_19_flip_h.tif,1
pos_test_aug/hard_19_flip_v.tif,1
pos_test_aug/hard_19_orig.tif,1
pos_test_aug/hard_19_rot180.tif,1
pos_test_aug/hard_19_rot270.tif,1
pos_test_aug/hard_19_rot90.tif,1
pos_test_aug/hard_1_flip_h.tif,1
pos_test_aug/hard_1_flip_v.tif,1
pos_test_aug/hard_1_orig.tif,1
pos_test_aug/hard_1_rot180.tif,1
pos_test_aug/hard_1_rot270.tif,1
pos_test_aug/hard_1_rot90.tif,1
pos_test_aug/hard_20_flip_h.tif,1
pos_test_aug/hard_20_flip_v.tif,1
pos_test_aug/hard_20_orig.tif,1
pos_test_aug/hard_20_rot180.tif,1
pos_test_aug/hard_20_rot270.tif,1
pos_test_aug/hard_20_rot90.tif,1
pos_test_aug/hard_21_flip_h.tif,1
pos_test_aug/hard_21_flip_v.tif,1
pos_test_aug/hard_21_orig.tif,1
pos_test_aug/hard_21_rot180.tif,1
pos_test_aug/hard_21_rot270.tif,1
pos_test_aug/hard_21_rot90.tif,1
pos_test_aug/hard_22_flip_h.tif,1
pos_test_aug/hard_22_flip_v.tif,1
pos_test_aug/hard_22_orig.tif,1
pos_test_aug/hard_22_rot180.tif,1
pos_test_aug/hard_22_rot270.tif,1
pos_test_aug/hard_22_rot90.tif,1
pos_test_aug/hard_23_flip_h.tif,1
pos_test_aug/hard_23_flip_v.tif,1
pos_test_aug/hard_23_orig.tif,1
pos_test_aug/hard_23_rot180.tif,1
pos_test_aug/hard_23_rot270.tif,1
pos_test_aug/hard_23_rot90.tif,1
pos_test_aug/hard_24_flip_h.tif,1
pos_test_aug/hard_24_flip_v.tif,1
pos_test_aug/hard_24_orig.tif,1
pos_test_aug/hard_24_rot180.tif,1
pos_test_aug/hard_24_rot270.tif,1
pos_test_aug/hard_24_rot90.tif,1
pos_test_aug/hard_25_flip_h.tif,1
pos_test_aug/hard_25_flip_v.tif,1
pos_test_aug/hard_25_orig.tif,1
pos_test_aug/hard_25_rot180.tif,1
pos_test_aug/hard_25_rot270.tif,1
pos_test_aug/hard_25_rot90.tif,1
pos_test_aug/hard_26_flip_h.tif,1
pos_test_aug/hard_26_flip_v.tif,1
pos_test_aug/hard_26_orig.tif,1
pos_test_aug/hard_26_rot180.tif,1
pos_test_aug/hard_26_rot270.tif,1
pos_test_aug/hard_26_rot90.tif,1
pos_test_aug/hard_27_flip_h.tif,1
pos_test_aug/hard_27_flip_v.tif,1
pos_test_aug/hard_27_orig.tif,1
pos_test_aug/hard_27_rot180.tif,1
pos_test_aug/hard_27_rot270.tif,1
pos_test_aug/hard_27_rot90.tif,1
pos_test_aug/hard_28_flip_h.tif,1
pos_test_aug/hard_28_flip_v.tif,1
pos_test_aug/hard_28_orig.tif,1
pos_test_aug/hard_28_rot180.tif,1
pos_test_aug/hard_28_rot270.tif,1
pos_test_aug/hard_28_rot90.tif,1
pos_test_aug/hard_29_flip_h.tif,1
pos_test_aug/hard_29_flip_v.tif,1
pos_test_aug/hard_29_orig.tif,1
pos_test_aug/hard_29_rot180.tif,1
pos_test_aug/hard_29_rot270.tif,1
pos_test_aug/hard_29_rot90.tif,1
pos_test_aug/hard_2_flip_h.tif,1
pos_test_aug/hard_2_flip_v.tif,1
pos_test_aug/hard_2_orig.tif,1
pos_test_aug/hard_2_rot180.tif,1
pos_test_aug/hard_2_rot270.tif,1
pos_test_aug/hard_2_rot90.tif,1
pos_test_aug/hard_30_flip_h.tif,1
pos_test_aug/hard_30_flip_v.tif,1
pos_test_aug/hard_30_orig.tif,1
pos_test_aug/hard_30_rot180.tif,1
pos_test_aug/hard_30_rot270.tif,1
pos_test_aug/hard_30_rot90.tif,1
pos_test_aug/hard_31_flip_h.tif,1
pos_test_aug/hard_31_flip_v.tif,1
pos_test_aug/hard_31_orig.tif,1
pos_test_aug/hard_31_rot180.tif,1
pos_test_aug/hard_31_rot270.tif,1
pos_test_aug/hard_31_rot90.tif,1
pos_test_aug/hard_32_flip_h.tif,1
pos_test_aug/hard_32_flip_v.tif,1
pos_test_aug/hard_32_orig.tif,1
pos_test_aug/hard_32_rot180.tif,1
pos_test_aug/hard_32_rot270.tif,1
pos_test_aug/hard_32_rot90.tif,1
pos_test_aug/hard_33_flip_h.tif,1
pos_test_aug/hard_33_flip_v.tif,1
pos_test_aug/hard_33_orig.tif,1
pos_test_aug/hard_33_rot180.tif,1
pos_test_aug/hard_33_rot270.tif,1
pos_test_aug/hard_33_rot90.tif,1
pos_test_aug/hard_34_flip_h.tif,1
pos_test_aug/hard_34_flip_v.tif,1
pos_test_aug/hard_34_orig.tif,1
pos_test_aug/hard_34_rot180.tif,1
pos_test_aug/hard_34_rot270.tif,1
pos_test_aug/hard_34_rot90.tif,1
pos_test_aug/hard_35_flip_h.tif,1
pos_test_aug/hard_35_flip_v.tif,1
pos_test_aug/hard_35_orig.tif,1
pos_test_aug/hard_35_rot180.tif,1
pos_test_aug/hard_35_rot270.tif,1
pos_test_aug/hard_35_rot90.tif,1
pos_test_aug/hard_36_flip_h.tif,1
pos_test_aug/hard_36_flip_v.tif,1
pos_test_aug/hard_36_orig.tif,1
pos_test_aug/hard_36_rot180.tif,1
pos_test_aug/hard_36_rot270.tif,1
pos_test_aug/hard_36_rot90.tif,1
pos_test_aug/hard_37_flip_h.tif,1
pos_test_aug/hard_37_flip_v.tif,1
pos_test_aug/hard_37_orig.tif,1
pos_test_aug/hard_37_rot180.tif,1
pos_test_aug/hard_37_rot270.tif,1
pos_test_aug/hard_37_rot90.tif,1
pos_test_aug/hard_38_flip_h.tif,1
pos_test_aug/hard_38_flip_v.tif,1
pos_test_aug/hard_38_orig.tif,1
pos_test_aug/hard_38_rot180.tif,1
pos_test_aug/hard_38_rot270.tif,1
pos_test_aug/hard_38_rot90.tif,1
pos_test_aug/hard_39_flip_h.tif,1
pos_test_aug/hard_39_flip_v.tif,1
pos_test_aug/hard_39_orig.tif,1
pos_test_aug/hard_39_rot180.tif,1
pos_test_aug/hard_39_rot270.tif,1
pos_test_aug/hard_39_rot90.tif,1
pos_test_aug/hard_3_flip_h.tif,1
pos_test_aug/hard_3_flip_v.tif,1
pos_test_aug/hard_3_orig.tif,1
pos_test_aug/hard_3_rot180.tif,1
pos_test_aug/hard_3_rot270.tif,1
pos_test_aug/hard_3_rot90.tif,1
pos_test_aug/hard_40_flip_h.tif,1
pos_test_aug/hard_40_flip_v.tif,1
pos_test_aug/hard_40_orig.tif,1
pos_test_aug/hard_40_rot180.tif,1
pos_test_aug/hard_40_rot270.tif,1
pos_test_aug/hard_40_rot90.tif,1
pos_test_aug/hard_41_flip_h.tif,1
pos_test_aug/hard_41_flip_v.tif,1
pos_test_aug/hard_41_orig.tif,1
pos_test_aug/hard_41_rot180.tif,1
pos_test_aug/hard_41_rot270.tif,1
pos_test_aug/hard_41_rot90.tif,1
pos_test_aug/hard_42_flip_h.tif,1
pos_test_aug/hard_42_flip_v.tif,1
pos_test_aug/hard_42_orig.tif,1
pos_test_aug/hard_42_rot180.tif,1
pos_test_aug/hard_42_rot270.tif,1
pos_test_aug/hard_42_rot90.tif,1
pos_test_aug/hard_43_flip_h.tif,1
pos_test_aug/hard_43_flip_v.tif,1
pos_test_aug/hard_43_orig.tif,1
pos_test_aug/hard_43_rot180.tif,1
pos_test_aug/hard_43_rot270.tif,1
pos_test_aug/hard_43_rot90.tif,1
pos_test_aug/hard_44_flip_h.tif,1
pos_test_aug/hard_44_flip_v.tif,1
pos_test_aug/hard_44_orig.tif,1
pos_test_aug/hard_44_rot180.tif,1
pos_test_aug/hard_44_rot270.tif,1
pos_test_aug/hard_44_rot90.tif,1
pos_test_aug/hard_45_flip_h.tif,1
pos_test_aug/hard_45_flip_v.tif,1
pos_test_aug/hard_45_orig.tif,1
pos_test_aug/hard_45_rot180.tif,1
pos_test_aug/hard_45_rot270.tif,1
pos_test_aug/hard_45_rot90.tif,1
pos_test_aug/hard_46_flip_h.tif,1
pos_test_aug/hard_46_flip_v.tif,1
pos_test_aug/hard_46_orig.tif,1
pos_test_aug/hard_46_rot180.tif,1
pos_test_aug/hard_46_rot270.tif,1
pos_test_aug/hard_46_rot90.tif,1
pos_test_aug/hard_47_flip_h.tif,1
pos_test_aug/hard_47_flip_v.tif,1
pos_test_aug/hard_47_orig.tif,1
pos_test_aug/hard_47_rot180.tif,1
pos_test_aug/hard_47_rot270.tif,1
pos_test_aug/hard_47_rot90.tif,1
pos_test_aug/hard_48_flip_h.tif,1
pos_test_aug/hard_48_flip_v.tif,1
pos_test_aug/hard_48_orig.tif,1
pos_test_aug/hard_48_rot180.tif,1
pos_test_aug/hard_48_rot270.tif,1
pos_test_aug/hard_48_rot90.tif,1
pos_test_aug/hard_49_flip_h.tif,1
pos_test_aug/hard_49_flip_v.tif,1
pos_test_aug/hard_49_orig.tif,1
pos_test_aug/hard_49_rot180.tif,1
pos_test_aug/hard_49_rot270.tif,1
pos_test_aug/hard_49_rot90.tif,1
pos_test_aug/hard_4_flip_h.tif,1
pos_test_aug/hard_4_flip_v.tif,1
pos_test_aug/hard_4_orig.tif,1
pos_test_aug/hard_4_rot180.tif,1
pos_test_aug/hard_4_rot270.tif,1
pos_test_aug/hard_4_rot90.tif,1
pos_test_aug/hard_50_flip_h.tif,1
pos_test_aug/hard_50_flip_v.tif,1
pos_test_aug/hard_50_orig.tif,1
pos_test_aug/hard_50_rot180.tif,1
pos_test_aug/hard_50_rot270.tif,1
pos_test_aug/hard_50_rot90.tif,1
pos_test_aug/hard_51_flip_h.tif,1
pos_test_aug/hard_51_flip_v.tif,1
pos_test_aug/hard_51_orig.tif,1
pos_test_aug/hard_51_rot180.tif,1
pos_test_aug/hard_51_rot270.tif,1
pos_test_aug/hard_51_rot90.tif,1
pos_test_aug/hard_52_flip_h.tif,1
pos_test_aug/hard_52_flip_v.tif,1
pos_test_aug/hard_52_orig.tif,1
pos_test_aug/hard_52_rot180.tif,1
pos_test_aug/hard_52_rot270.tif,1
pos_test_aug/hard_52_rot90.tif,1
pos_test_aug/hard_53_flip_h.tif,1
pos_test_aug/hard_53_flip_v.tif,1
pos_test_aug/hard_53_orig.tif,1
pos_test_aug/hard_53_rot180.tif,1
pos_test_aug/hard_53_rot270.tif,1
pos_test_aug/hard_53_rot90.tif,1
pos_test_aug/hard_54_flip_h.tif,1
pos_test_aug/hard_54_flip_v.tif,1
pos_test_aug/hard_54_orig.tif,1
pos_test_aug/hard_54_rot180.tif,1
pos_test_aug/hard_54_rot270.tif,1
pos_test_aug/hard_54_rot90.tif,1
